courier_id,action,order_id,time
9,deliver_order,5237,28/08/22 02:07
9,deliver_order,3295,27/08/22 08:39
9,deliver_order,2056,26/08/22 15:40
9,deliver_order,1132,25/08/22 21:49
9,deliver_order,1027,25/08/22 20:13
9,deliver_order,678,25/08/22 14:15
9,deliver_order,516,25/08/22 11:06
10,accept_order,57965,08/09/22 18:26
10,accept_order,57572,08/09/22 17:10
10,accept_order,51978,07/09/22 18:02
10,accept_order,45819,06/09/22 06:08
10,accept_order,45407,06/09/22 01:09
10,accept_order,44874,05/09/22 22:17
10,accept_order,43721,05/09/22 17:44
10,accept_order,39349,04/09/22 21:01
10,accept_order,38733,04/09/22 19:10
10,accept_order,35493,04/09/22 08:12
10,accept_order,33665,03/09/22 22:54
10,accept_order,28971,03/09/22 06:49
10,accept_order,25221,02/09/22 15:12
10,accept_order,22165,01/09/22 21:20
10,accept_order,21635,01/09/22 19:02
10,accept_order,18603,31/08/22 22:50
10,accept_order,16547,31/08/22 11:19
10,accept_order,16226,31/08/22 09:28
10,accept_order,15523,31/08/22 02:29
10,accept_order,15011,30/08/22 22:46
10,accept_order,14658,30/08/22 20:50
10,accept_order,12835,30/08/22 09:59
10,accept_order,12166,30/08/22 05:25
10,accept_order,9749,29/08/22 13:32
10,accept_order,8388,29/08/22 01:51
10,accept_order,7977,28/08/22 22:39
10,accept_order,7302,28/08/22 19:12
10,accept_order,6385,28/08/22 13:28
10,accept_order,4441,27/08/22 19:18
10,accept_order,3515,27/08/22 10:31
10,accept_order,1113,25/08/22 21:16
10,accept_order,682,25/08/22 13:58
10,accept_order,554,25/08/22 11:32
10,accept_order,454,25/08/22 09:34
10,accept_order,197,25/08/22 01:01
10,accept_order,45,24/08/22 19:35
10,accept_order,28,24/08/22 18:50
10,deliver_order,57965,08/09/22 18:49
10,deliver_order,57572,08/09/22 17:30
10,deliver_order,51978,07/09/22 18:24
10,deliver_order,45819,06/09/22 06:24
10,deliver_order,45407,06/09/22 01:30
10,deliver_order,44874,05/09/22 22:37
10,deliver_order,43721,05/09/22 18:03
10,deliver_order,39349,04/09/22 21:21
10,deliver_order,38733,04/09/22 19:31
10,deliver_order,35493,04/09/22 08:28
10,deliver_order,33665,03/09/22 23:16
10,deliver_order,28971,03/09/22 07:12
10,deliver_order,25221,02/09/22 15:34
10,deliver_order,22165,01/09/22 21:40
10,deliver_order,21635,01/09/22 19:24
10,deliver_order,18603,31/08/22 23:05
10,deliver_order,16547,31/08/22 11:39
10,deliver_order,15011,30/08/22 23:04
10,deliver_order,14658,30/08/22 21:11
10,deliver_order,12835,30/08/22 10:20
10,deliver_order,12166,30/08/22 05:45
10,deliver_order,9749,29/08/22 13:53
10,deliver_order,8388,29/08/22 02:10
10,deliver_order,7977,28/08/22 23:00
10,deliver_order,7302,28/08/22 19:31
10,deliver_order,6385,28/08/22 13:47
10,deliver_order,4441,27/08/22 19:39
10,deliver_order,3515,27/08/22 10:51
10,deliver_order,1113,25/08/22 21:31
10,deliver_order,682,25/08/22 14:20
10,deliver_order,554,25/08/22 11:52
10,deliver_order,197,25/08/22 01:20
10,deliver_order,45,24/08/22 19:53
10,deliver_order,28,24/08/22 19:09
11,accept_order,58793,08/09/22 20:55
11,accept_order,55837,08/09/22 10:28
11,accept_order,50664,07/09/22 11:52
11,accept_order,49207,07/09/22 02:25
11,accept_order,48436,06/09/22 22:04
11,accept_order,46640,06/09/22 11:33
11,accept_order,46577,06/09/22 11:13
11,accept_order,44717,05/09/22 21:35
11,accept_order,44533,05/09/22 20:49
11,accept_order,42192,05/09/22 11:13
11,accept_order,41759,05/09/22 09:22
11,accept_order,35971,04/09/22 09:55
11,accept_order,34165,04/09/22 00:38
11,accept_order,27686,02/09/22 22:54
11,accept_order,26830,02/09/22 20:36
11,accept_order,26482,02/09/22 19:50
11,accept_order,25561,02/09/22 16:39
11,accept_order,22564,01/09/22 23:19
11,accept_order,17801,31/08/22 18:44
11,accept_order,15925,31/08/22 07:20
11,accept_order,14881,30/08/22 22:01
11,accept_order,14171,30/08/22 18:29
11,accept_order,13502,30/08/22 14:24
11,accept_order,11513,29/08/22 23:14
11,accept_order,11007,29/08/22 20:31
11,accept_order,9267,29/08/22 10:30
11,accept_order,6932,28/08/22 17:13
11,accept_order,5444,28/08/22 05:07
11,accept_order,5227,28/08/22 01:32
11,accept_order,5000,27/08/22 23:44
11,accept_order,4958,27/08/22 23:19
11,accept_order,4436,27/08/22 19:15
11,accept_order,4260,27/08/22 18:01
11,accept_order,4093,27/08/22 16:41
11,accept_order,2765,26/08/22 23:44
11,accept_order,2560,26/08/22 21:22
11,accept_order,1990,26/08/22 14:25
11,accept_order,1561,26/08/22 07:26
11,accept_order,1291,26/08/22 00:36
11,accept_order,992,25/08/22 19:25
11,accept_order,718,25/08/22 14:39
11,accept_order,512,25/08/22 10:40
11,accept_order,339,25/08/22 06:14
11,accept_order,281,25/08/22 03:44
11,deliver_order,58793,08/09/22 21:14
11,deliver_order,55837,08/09/22 10:46
11,deliver_order,49207,07/09/22 02:48
11,deliver_order,48436,06/09/22 22:27
11,deliver_order,46640,06/09/22 11:56
11,deliver_order,46577,06/09/22 11:28
11,deliver_order,44717,05/09/22 21:55
11,deliver_order,44533,05/09/22 21:05
11,deliver_order,42192,05/09/22 11:38
11,deliver_order,41759,05/09/22 09:45
11,deliver_order,35971,04/09/22 10:11
11,deliver_order,34165,04/09/22 01:02
11,deliver_order,27686,02/09/22 23:12
11,deliver_order,26830,02/09/22 20:52
11,deliver_order,26482,02/09/22 20:10
11,deliver_order,25561,02/09/22 17:03
11,deliver_order,22564,01/09/22 23:43
11,deliver_order,17801,31/08/22 19:02
11,deliver_order,15925,31/08/22 07:44
11,deliver_order,14881,30/08/22 22:23
11,deliver_order,14171,30/08/22 18:50
11,deliver_order,13502,30/08/22 14:45
11,deliver_order,11513,29/08/22 23:36
11,deliver_order,11007,29/08/22 20:50
11,deliver_order,9267,29/08/22 10:51
11,deliver_order,6932,28/08/22 17:31
11,deliver_order,5444,28/08/22 05:26
11,deliver_order,5227,28/08/22 01:59
11,deliver_order,5000,28/08/22 00:06
11,deliver_order,4958,27/08/22 23:38
11,deliver_order,4436,27/08/22 19:32
11,deliver_order,4260,27/08/22 18:21
11,deliver_order,4093,27/08/22 17:02
11,deliver_order,2765,27/08/22 00:05
11,deliver_order,2560,26/08/22 21:41
11,deliver_order,1990,26/08/22 14:46
11,deliver_order,1561,26/08/22 07:41
11,deliver_order,1291,26/08/22 00:57
11,deliver_order,992,25/08/22 19:43
11,deliver_order,718,25/08/22 15:06
11,deliver_order,339,25/08/22 06:34
11,deliver_order,281,25/08/22 04:09
12,accept_order,58014,08/09/22 18:36
12,accept_order,57387,08/09/22 16:29
12,accept_order,45711,06/09/22 04:50
12,accept_order,45284,06/09/22 00:32
12,accept_order,43460,05/09/22 16:39
12,accept_order,43244,05/09/22 15:43
12,accept_order,42141,05/09/22 11:00
12,accept_order,41936,05/09/22 10:09
12,accept_order,41409,05/09/22 07:42
12,accept_order,41116,05/09/22 06:21
12,accept_order,38056,04/09/22 17:07
12,accept_order,31830,03/09/22 17:35
12,accept_order,31609,03/09/22 16:58
12,accept_order,31426,03/09/22 16:20
12,accept_order,31063,03/09/22 14:55
12,accept_order,30743,03/09/22 13:44
12,accept_order,30353,03/09/22 12:13
12,accept_order,26771,02/09/22 20:33
12,accept_order,25387,02/09/22 15:53
12,accept_order,22053,01/09/22 20:50
12,accept_order,21024,01/09/22 15:47
12,accept_order,19610,01/09/22 07:42
12,accept_order,18265,31/08/22 21:03
12,accept_order,16923,31/08/22 13:29
12,accept_order,15208,31/08/22 00:06
12,accept_order,14996,30/08/22 22:41
12,accept_order,12576,30/08/22 08:38
12,accept_order,10235,29/08/22 16:38
12,accept_order,10039,29/08/22 15:26
12,accept_order,6808,28/08/22 16:23
12,accept_order,5235,28/08/22 01:37
12,accept_order,5077,28/08/22 00:17
12,accept_order,2600,26/08/22 21:46
12,accept_order,2240,26/08/22 17:57
12,accept_order,1915,26/08/22 13:09
12,accept_order,1794,26/08/22 11:21
12,accept_order,1293,26/08/22 00:37
12,accept_order,1230,25/08/22 23:27
12,accept_order,1,24/08/22 01:52
12,deliver_order,58014,08/09/22 18:54
12,deliver_order,57387,08/09/22 16:48
12,deliver_order,45711,06/09/22 05:09
12,deliver_order,45284,06/09/22 00:49
12,deliver_order,43460,05/09/22 16:54
12,deliver_order,43244,05/09/22 16:01
12,deliver_order,42141,05/09/22 11:13
12,deliver_order,41936,05/09/22 10:28
12,deliver_order,41409,05/09/22 08:03
12,deliver_order,41116,05/09/22 06:40
12,deliver_order,38056,04/09/22 17:24
12,deliver_order,31830,03/09/22 17:53
12,deliver_order,31609,03/09/22 17:18
12,deliver_order,31426,03/09/22 16:34
12,deliver_order,31063,03/09/22 15:20
12,deliver_order,30743,03/09/22 14:02
12,deliver_order,30353,03/09/22 12:34
12,deliver_order,26771,02/09/22 20:57
12,deliver_order,25387,02/09/22 16:13
12,deliver_order,22053,01/09/22 21:11
12,deliver_order,21024,01/09/22 16:03
12,deliver_order,19610,01/09/22 08:03
12,deliver_order,18265,31/08/22 21:20
12,deliver_order,16923,31/08/22 13:51
12,deliver_order,15208,31/08/22 00:28
12,deliver_order,14996,30/08/22 22:58
12,deliver_order,12576,30/08/22 09:00
12,deliver_order,10235,29/08/22 16:59
12,deliver_order,10039,29/08/22 15:44
12,deliver_order,6808,28/08/22 16:48
12,deliver_order,5235,28/08/22 01:52
12,deliver_order,5077,28/08/22 00:32
12,deliver_order,2600,26/08/22 22:06
12,deliver_order,2240,26/08/22 18:13
12,deliver_order,1915,26/08/22 13:30
12,deliver_order,1794,26/08/22 11:36
12,deliver_order,1293,26/08/22 00:56
12,deliver_order,1230,25/08/22 23:49
12,deliver_order,1,24/08/22 02:15
13,accept_order,53894,08/09/22 00:02
13,accept_order,52619,07/09/22 19:56
13,accept_order,51411,07/09/22 15:38
13,accept_order,40399,05/09/22 00:31
13,accept_order,38582,04/09/22 18:47
13,accept_order,32319,03/09/22 18:59
13,accept_order,32082,03/09/22 18:18
13,accept_order,31314,03/09/22 15:53
13,accept_order,30545,03/09/22 12:56
13,accept_order,30233,03/09/22 11:43
13,accept_order,27878,02/09/22 23:40
13,accept_order,21599,01/09/22 18:52
13,accept_order,21438,01/09/22 18:08
13,accept_order,18503,31/08/22 22:16
13,accept_order,17655,31/08/22 17:56
13,accept_order,17245,31/08/22 15:31
13,accept_order,17107,31/08/22 14:38
13,accept_order,16253,31/08/22 09:38
13,accept_order,15697,31/08/22 05:22
13,accept_order,15382,31/08/22 01:16
13,accept_order,15269,31/08/22 00:30
13,accept_order,13825,30/08/22 16:30
13,accept_order,13493,30/08/22 14:21
13,accept_order,12250,30/08/22 06:13
13,accept_order,10406,29/08/22 17:33
13,accept_order,9600,29/08/22 12:29
13,accept_order,8110,28/08/22 23:38
13,accept_order,8042,28/08/22 23:09
13,accept_order,7536,28/08/22 20:25
13,accept_order,7281,28/08/22 19:03
13,accept_order,6907,28/08/22 17:03
13,accept_order,5020,27/08/22 23:56
13,accept_order,4966,27/08/22 23:22
13,accept_order,4184,27/08/22 17:26
13,accept_order,4103,27/08/22 16:44
13,accept_order,3977,27/08/22 15:29
13,accept_order,3745,27/08/22 13:03
13,accept_order,2526,26/08/22 21:03
13,accept_order,2095,26/08/22 15:55
13,accept_order,2053,26/08/22 15:22
13,accept_order,1768,26/08/22 10:55
13,deliver_order,53894,08/09/22 00:24
13,deliver_order,52619,07/09/22 20:14
13,deliver_order,51411,07/09/22 15:58
13,deliver_order,40399,05/09/22 00:53
13,deliver_order,38582,04/09/22 19:06
13,deliver_order,32319,03/09/22 19:15
13,deliver_order,32082,03/09/22 18:41
13,deliver_order,31314,03/09/22 16:09
13,deliver_order,30545,03/09/22 13:15
13,deliver_order,30233,03/09/22 12:04
13,deliver_order,27878,03/09/22 00:00
13,deliver_order,21599,01/09/22 19:17
13,deliver_order,21438,01/09/22 18:32
13,deliver_order,18503,31/08/22 22:36
13,deliver_order,17655,31/08/22 18:21
13,deliver_order,17245,31/08/22 15:57
13,deliver_order,17107,31/08/22 15:00
13,deliver_order,16253,31/08/22 09:57
13,deliver_order,15697,31/08/22 05:38
13,deliver_order,15382,31/08/22 01:31
13,deliver_order,15269,31/08/22 00:48
13,deliver_order,13825,30/08/22 16:47
13,deliver_order,13493,30/08/22 14:38
13,deliver_order,12250,30/08/22 06:36
13,deliver_order,10406,29/08/22 17:52
13,deliver_order,9600,29/08/22 12:48
13,deliver_order,8110,29/08/22 00:01
13,deliver_order,8042,28/08/22 23:28
13,deliver_order,7536,28/08/22 20:48
13,deliver_order,7281,28/08/22 19:23
13,deliver_order,6907,28/08/22 17:28
13,deliver_order,5020,28/08/22 00:17
